festival,lugar,fecha_inicio,fecha_fin,duracion,cod_postal,latitud,longitud,provincia,localidad,artistas,estilos,enlace_foto,cartel_peq,gratuito,habitantes,tamaño_localidad,mes,costa,comunidad_autonoma,electronica,indie,rock,pop
Aquasella 2023,El Merediz,2023-08-17,2023-08-20,4,33547,43.393635,-5.176299,Asturias,Arriondas,"['999999999', 'Fatima Hajji', 'Richie Hawtin', 'Vitalic', 'ANNA', 'Ben Klock', 'I Hate Models', 'Oscar Mulero', 'Charlie Sparks', 'Eats Everything', 'Luke Slater', 'Sama Abdulhadi', 'Technasia', 'DJ Plant Texture', 'Ellen Allien', 'Fleur Shore', 'Horse Meat Disco', 'Kiddy Smile', 'Lee Ann Roberts', 'Mochakk', 'Nico Moreno', 'Parfait', 'Patrick Mason', 'Paula Tape', 'Planetary Assault Systems']","['electronic', 'dj', 'techno', 'house']",https://fanmusicfest.b-cdn.net/sites/default/files/aqs_1080x1080.png,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/294751938_590399119325870_6199722596642999819_n.jpg?itok=OOiT9Ux9,False,6260,5K - 10K,Agosto,True,Asturias,True,False,False,False
The End of the World Festival 2023,Parc de la Serra,2023-08-26,2023-08-26,1,25230,41.614448,0.86174,Lleida,Mollerusa,"['Miss K8', 'Pawlowski', 'Sakyra', 'Teksa', 'Wasted Mind']","['electronic', 'dj', 'techno', 'house', 'dubstep']",https://fanmusicfest.b-cdn.net/sites/default/files/333873106_2804598736337484_4257275045681332111_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/299653049_1480672535783408_1390061553617284543_n_1.jpeg?itok=-g_oMPab,False,14730,10K - 50K,Agosto,False,Cataluña,True,False,False,False
Parallel Festival 2023,Port del Comte,2023-09-01,2023-09-03,3,25284,42.172526,1.542655,Lleida,La Coma i la Pedra,sin artistas,"['electronic', 'techno', 'experimental', 'ambient']",https://fanmusicfest.b-cdn.net/sites/default/files/334862547_115671641380326_2436530173229093860_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/parallel_3.png?itok=FQl9oXCP,False,278,0 - 5K,Septiembre,False,Cataluña,True,False,False,False
Extremúsika 2023,Recinto Hípico,2023-10-12,2023-10-14,3,10001,39.442331,-6.373283,Cáceres,Cáceres,"['Natos y Waor', 'Ska-p', 'El Drogas', 'Belén Aguilera', 'Delaossa', 'Eskorzo', 'La M.O.D.A.', 'La Pegatina', 'Miguel Campello', 'Morad', 'Recycled J', 'Talco', 'Zoo', 'Al Safir', 'DaniFlakko', 'Dante', 'Delgao', 'K1ZA', 'La Regadera', 'Nickzzy', 'Parkineos']","['rock', 'electronic', 'metal', 'punk', 'hip-hop']",https://fanmusicfest.b-cdn.net/sites/default/files/326567630_5564644973662492_6091546856870230695_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/extre_0.jpg?itok=s4x2-p1o,False,95456,50K - 100K,Octubre,False,Extremadura,True,False,True,False
WAN Festival 2023,Cubierta de Leganés,2023-01-01,2023-01-01,1,28914,40.325968,-3.758612,Madrid,Leganés,"['Len Faki', 'Marco Carola', 'Nina Kraviz', 'Paco Osuna', 'DJ Gonçalo', 'Dennis Cruz', 'Fer BR', 'Mahony', 'Manu Gonzalez']","['electronic', 'dj', 'techno', 'house']",https://fanmusicfest.b-cdn.net/sites/default/files/post_1eb3.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel%20wan%20festival%202022_0.jpg?itok=ZCHg-usM,False,186660,100K - 500K,Enero,False,Madrid,True,False,False,False
Palma On Season Fest 2023,Parc del Mar,2023-02-10,2023-02-12,3,07001,39.565323,2.648738,Islas Baleares,Palma,"['Dorian', 'La Habitación Roja', 'Rayden', 'The Prussians', 'Wally López', 'Xanguito', 'César de Melero', 'César del Río', 'Dj Ángel Oliveros', 'Edmin', 'Isaac Indart', 'Paula Serra', 'Sideways Dj', 'Supernova', ""Viatge\xa0al Món\xa0de n'Aina""]","['electronic', 'indie pop', 'dj', 'indie rock', 'hip-hop']",,,,415940,100K - 500K,Febrero,True,Islas Baleares,True,True,True,True
AbroadFest 2023,Varias localizaciones,2023-03-02,2023-03-11,10,08001,41.384072,2.17302,Barcelona,Barcelona,"['W&W', 'Antón DJ', 'Carlo Rewer', 'Deerock', 'Gerard Roig', 'Kiimu', 'Malaa', 'Matroda', 'Miguelito', 'Mike Williams', 'Pajane', 'Party Favor', 'SIDEPIECE', 'Tchami', 'Wrex']","['electronic', 'dj', 'techno', 'house', 'dance']",https://fanmusicfest.b-cdn.net/sites/default/files/333314815_1262551678003335_6206937609294278565_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/274683118_925312938156781_2724259527089462190_n.jpg?itok=OwxoqRzO,False,1636193,1M - 2M,Marzo,True,Cataluña,True,False,False,False
Snowdaze 2023,Estación de Candanchú,2023-03-17,2023-03-18,2,22889,42.786709,-0.53597,Huesca,Candanchú,"['DJ Nano', 'Paul Kalkbrenner', 'Dj Marta', 'Frank Trax', 'Vicente One More Time', 'Chus Liberata', 'Darío Nuñez']","['electronic', 'dj', 'techno']",,,,339,0 - 5K,Marzo,False,Aragón,True,False,False,False
Iboga Rave Madrid 2023,Sala La Riviera,2023-03-18,2023-03-18,1,28001,40.413007,-3.72213,Madrid,Madrid,"['Mandragora', 'Rakoon', 'Vandal', 'Benny Page', 'Yowii', 'Mat Weasel Busters']","['electronic', 'techno', 'fusion', 'latin']",https://fanmusicfest.b-cdn.net/sites/default/files/319881215_863062595111274_4533137499292279887_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/327419188_668965898247965_8942031542817288296_n.jpg?itok=mPpqhblG,False,3280782,2M - 3.2M,Marzo,False,Madrid,True,False,False,False
Makinando Festival 2023,Palacio de Congresos y Exposiciones de León,2023-03-25,2023-03-25,1,24009,42.593406,-5.58363,León,León,"['Chimo Bayo', 'Fernandisco', 'Daisy Dee (Technotronic)']","['electronic', 'dj']",,,,120951,100K - 500K,Marzo,False,Castilla y León,True,False,False,False
Primavera Festival Cáceres 2023,Recinto Hípico,2023-03-30,2023-03-30,1,10001,39.44249,-6.372886,Cáceres,Cáceres,sin artistas,"['electronic', 'dj', 'urban', 'electro']",https://fanmusicfest.b-cdn.net/sites/default/files/338209295_533323815642937_4701773873066381728_n.jpeg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/277357109_4921633974623994_6423775251684805799_n.jpg?itok=lZgI2Cr3,False,95456,50K - 100K,Marzo,False,Extremadura,True,False,False,False
Sun & Snow Weekend 2023,Parque de actividades Mirlo Blanco,2023-03-31,2023-04-02,3,18196,37.089658,-3.39933,Granada,Sierra Nevada,"['AAPAES', 'CC:DISCO!', 'Elkka', 'Innellea', 'Kid Simius', 'Marcus Worgull', 'Monolink', 'Way Of Thinking', 'Amphere', 'Arodes', 'Avar Garden', 'Boranimals', 'Carlita', 'Cato Anaya', 'Chicano Vargas', 'DJ Efímero', 'DJ INO', 'Dj Leolo', 'Dj Valderrama', 'Echonomist', 'Felipe Cobos', 'Foreverness', 'Goalmaker', 'Home Selector', 'Ivory']","['dj', 'techno', 'house', 'ambient', 'indietronica']",https://fanmusicfest.b-cdn.net/sites/default/files/332274207_589825753048159_1868907502621236852_n_0.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/275147136_1005795563358017_7823402095401330720_n.jpg?itok=rXJeo26N,False,8182,5K - 10K,Marzo,True,Andalucía,False,True,False,False
Planet 90's & 00's Dance Festival 2023,Music Park Torrijos,2023-04-01,2023-04-01,1,45524,39.965439,-4.214864,Toledo,Rielves,"['Alice Dj', 'Safri Duo', 'Chimo Bayo', 'OBK', 'Rebeca', 'Ku Minerva', 'Adolfo Tj', 'Eva Martí', 'Marian Dacal', 'Mario Falcon', 'New Limit', 'Sam Darris', 'Santi García', 'Tasha & Co.']","['pop', 'electronic', 'dance', 'electro pop']",https://fanmusicfest.b-cdn.net/sites/default/files/326479034_5927394577312120_2631327521302383930_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/275383406_523868212427907_4251825699021230866_n_0.jpg?itok=6rc9MS6_,False,760,0 - 5K,Abril,False,Castilla-La Mancha,True,False,False,True
Iboga Rave Valencia 2023,Sala Repvblicca,2023-04-01,2023-04-01,1,46001,39.472469,-0.426922,Valencia,Valencia,"['Billx', 'Parkineos', 'Darktek', 'Neika', 'Pitch Mad Attak']","['electronic', 'techno', 'fusion', 'latin']",https://fanmusicfest.b-cdn.net/sites/default/files/327419188_668965898247965_8942031542817288296_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/319881215_863062595111274_4533137499292279887_n.jpg?itok=rQ3VD7an,False,792492,500K - 1M,Abril,True,Comunidad Valenciana,True,False,False,False
I Love Music Festival 2023,Siam Park,2023-04-08,2023-04-08,1,38660,28.0721,-16.725583,Santa Cruz de Tenerife,Costa Adeje,sin artistas,"['electronic', 'techno', 'house', 'drum n bass']",https://fanmusicfest.b-cdn.net/sites/default/files/318298631_10159435622472675_5938426097514260270_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/comunicado%20i%20love%20music%20festival%202020.jpg?itok=Veeg0SHN,False,49270,10K - 50K,Abril,True,Canarias,True,False,False,False
LEV 2023,Laboral Ciudad de la Cultura,2023-04-27,2023-04-30,4,33201,43.524042,-5.614242,Asturias,Gijón,"['Franck Vigroux', 'Komatssu', 'Robert Henke', 'Alessandra Leone', 'Annabelle Playe', 'Antoine Schmitt', 'Claraguilar', 'Grand River', 'Helios Amor', 'Hélène Vogelsinger', 'Ikonika', 'Jailed Jamie', 'James Shinra', 'Kai Whiston', 'Kathy Hinde', 'Ninos Du Brasil', 'Throwing Snow', 'WaqWaq Kingdom', 'Zoë McPherson', 'Alexandra Rădulescu', 'Enxin/Onyx']","['electronic', 'experimental', 'video']",https://fanmusicfest.b-cdn.net/sites/default/files/ab0dc1fa-91ee-7cb7-59d1-120864ed6f1f.jpeg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/1b4867cf-5a54-0733-e1db-10a26c116f1f.jpg?itok=KvUAy6r6,False,267706,100K - 500K,Abril,True,Asturias,True,False,False,False
Iruña Rock 2023,Navarra Arena,2023-03-31,2023-04-01,2,31006,42.795708,-1.634686,Navarra,Pamplona,"['Natos y Waor', 'Lágrimas De Sangre', 'Narco', 'Su Ta Gar', 'Ciudad Jara', 'Kaos Urbano', 'Sons of Aguirre', 'The Lizards', 'Bala', 'Banda Bassotti', 'Huntza', 'Jarfaiter LC', 'Kaotiko', 'Liher', 'La Topadora']","['rock', 'metal', 'punk', 'fusion', 'rap']",https://fanmusicfest.b-cdn.net/sites/default/files/333780398_3334733746857076_2779217320385775483_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel%20iru%C3%B1a%20rock%202022.jpg?itok=0zjYJrzG,False,203418,100K - 500K,Marzo,False,Navarra,False,False,True,False
Iberojoven 2023,Recinto IberoJoven,2023-04-01,2023-04-01,1,23460,37.917058,-3.119613,Jaén,Peal de Becerro,"['Fangoria', 'Álvaro de Luna', 'Nancys Rubias', 'Antonio Díaz Dj', 'José de las Heras', 'Raúl Ortiz', 'SDM']","['rock', 'pop', 'dj', 'fusion']",https://fanmusicfest.b-cdn.net/sites/default/files/319692465_1112510389410315_6707194034296677677_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel%20iberojoven.png?itok=GTtzFPc0,False,5345,5K - 10K,Abril,False,Andalucía,False,False,True,True
Zeid Fest 2023,BEC! Bizkaia Arena,2023-04-01,2023-04-01,1,48902,43.287911,-2.989424,Vizcaya,Barakaldo,"['La M.O.D.A.', 'Zahara', 'La Fúmiga', 'Samantha Hudson', 'Don Patricio', 'Nogen', 'Doctor Deseo', 'ELEKTROPOTTOTTE', 'Esne Beltza', 'Eñaut Elorrieta', 'Gozategi', 'Kerobia', 'Kukai', 'La Furia', 'Olaia Inziarte', 'Porrotx', 'Skabidean', 'Txiltxoko']","['indie', 'pop', 'hip-hop', 'fusion', 'rap']",,,,100535,100K - 500K,Abril,True,País Vasco,False,True,False,True
Sound Isidro 2023,Varias localizaciones,2023-04-01,2023-05-31,61,28001,40.412126,-3.697799,Madrid,Madrid,"['Los Enemigos', 'Barry B', 'Camellos', 'Clutchill', 'Heather', 'Juicy Bae', 'La Zowi', 'Mainline Magic Orchestra', 'Pedro LaDroga', 'Show Me the Body', ""Surfin' Bichos"", 'Tigres Leones', 'Vera Fauna', 'C Marí', 'Cometa', 'Cosmic Wacho', 'Cráneo', 'Daft Kant', 'Edu Requejo', 'El Gavira', 'El Nido', 'El Último Vecino', 'Enemic Interior', 'Enry-K', 'Espineli']","['rock', 'indie', 'pop', 'electronic', 'alternative']",https://fanmusicfest.b-cdn.net/sites/default/files/327184890_1538417033330566_7034934138802015821_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/275504362_4894145780698427_729681404003268247_n.jpg?itok=S5u-yvKl,False,3280782,2M - 3.2M,Abril,False,Madrid,True,True,True,True
El Festivalino de Pescueza 2023,Plaza Mayor,2023-04-14,2023-04-16,3,10882,39.917881,-6.646035,Cáceres,Pescueza,"['Rayden', 'El Jose', 'Soraya', 'Jamones con Tacones', 'Cerandeo', 'La Mendinga', 'Discoplay']","['rock', 'pop', 'hip-hop', 'folk', 'ska']",https://fanmusicfest.b-cdn.net/sites/default/files/326334424_1504317750060669_3530378900663556209_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/276173405_5353458048012120_8430592379191834439_n.jpg?itok=9HOG6ptj,True,125,0 - 5K,Abril,False,Extremadura,False,False,True,True
La Cueva Music Festival 2023,Recinto Ferial de Alcalá de Guadaíra,2023-04-15,2023-04-15,1,41500,37.331113,-5.840113,Sevilla,Alcalá de Guadaíra,"['Lérica', 'Space Surimi', 'Mario Díaz', 'Morochos', 'Louma Dj', 'Quino García']","['pop', 'electronic', 'urban', 'latin']",,,,75917,50K - 100K,Abril,False,Andalucía,True,False,False,True
Cruilla de Primavera 2023,Sala Apolo,2023-03-10,2023-04-22,44,08001,41.374436,2.169626,Barcelona,Barcelona,"['Natos y Waor', 'Delafé y La Flores Azules', 'Rufus T. Firefly', '31 Fam', 'Doctor Prats', 'La La Love You', 'The Tyets', 'Guillem Roma', 'Lía Kali', 'ODDLIQUOR', 'Tiken Jah Fakoly']","['indie', 'pop', 'rap']",https://fanmusicfest.b-cdn.net/sites/default/files/316309665_150682634386548_2613934088931418139_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/331631170_2173257889525422_3847033114032893459_n.jpg?itok=4HFjgE__,False,1636193,1M - 2M,Marzo,True,Cataluña,False,True,False,True
Viña Rock 2023,Recinto Ferial de Villarrobledo,2023-04-28,2023-04-30,3,02600,39.272929,-2.608867,Albacete,Villarrobledo,"['Ska-p', 'Ayax y Prok', 'Boikot', 'Desakato', 'Narco', 'Celtas Cortos', 'La M.O.D.A.', 'Los Chikos del Maíz', 'Los De Marras', 'Tanxugueiras', 'Zoo', 'Barón Rojo', 'Delaossa', 'El Chojin', 'El Niño de la Hipoteca', 'Hard GZ', 'La Fuga', 'La Pegatina', 'Mafalda', 'Mojinos Escozíos', 'Segismundo Toxicómano', 'Sons of Aguirre', 'Sínkope', 'Talco', 'Adala']","['rock', 'metal', 'punk', 'hip-hop', 'rap']",https://fanmusicfest.b-cdn.net/sites/default/files/328486323_891549872040073_4854342181467723138_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/277555416_140120748541590_3361033571095935571_n.jpg?itok=DekuddE1,False,24886,10K - 50K,Abril,False,Castilla-La Mancha,False,False,True,False
Solazo Fest 2023,Recinto Ferial de Almería,2023-04-28,2023-04-30,3,04007,36.837678,-2.431219,Almería,Almería,"['Miguel Campello', 'Ana Mena', 'Justin Quiles', 'Cali & El Dandee', 'Danny Romero', 'Henry Mendez', 'Inna', 'Keen Levy', 'Kiko & Shara', 'King África', 'No Me Pises Que Llevo Chanclas', 'Tina Cousins', 'Ballesteros', 'Corona', 'Del Puerto', 'Mario Mendes', 'Miguel Saez', 'Mike Morato', 'Paco Pil', 'Rebeka Brown', 'Saiko']","['dj', 'hip-hop', 'fusion', 'urban', 'latin']",https://fanmusicfest.b-cdn.net/sites/default/files/333896715_220526010515763_5126159491191970274_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/278221011_1165453954212658_6872575342552356261_n.png?itok=Br8pUmPM,False,199237,100K - 500K,Abril,True,Andalucía,False,False,False,False
Boquerón Primavera Festival 2023,Autocine Málaga Cesur FP,2023-04-29,2023-04-29,1,29004,36.691877,-4.4883,Málaga,Málaga,['Spok Sponha'],"['pop', 'dj', 'urban', 'reggaeton', 'flamenco']",https://fanmusicfest.b-cdn.net/sites/default/files/spok.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/boqueron_cartel.jpg?itok=YwiU_Cc5,False,579076,500K - 1M,Abril,True,Andalucía,False,False,False,True
Womad Cáceres 2023,Plaza de San Jorge,2023-05-11,2023-05-14,4,10001,39.476179,-6.37076,Cáceres,Cáceres,sin artistas,"['rock', 'indie pop', 'folk', 'fusion', 'latin']",https://fanmusicfest.b-cdn.net/sites/default/files/327467151_3128952260583258_5439546743081850656_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel%20womad%202019_0.jpg?itok=f_aVJZ8X,True,95456,50K - 100K,Mayo,False,Extremadura,False,True,True,True
Marenostrum Fuengirola 2023,Marenostrum Fuengirola,2023-05-13,2023-08-19,99,29640,36.525226,-4.627776,Málaga,Fuengirola,"['Robbie Williams', 'Vetusta Morla', 'Marea', 'Pablo Alborán', 'Ptazeta', 'Ginebras', 'La Renga', 'Manuel Carrasco', 'Morat', 'Ladilla rusa', 'Martita de Graná', 'Kany García']","['rock', 'pop', 'latin']",https://fanmusicfest.b-cdn.net/sites/default/files/322801494_686989379795818_2696606776614795716_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/logo%20Marenostrum%20Fuengirola%202022.png?itok=Cr964gSw,False,83226,50K - 100K,Mayo,True,Andalucía,False,False,True,True
Ciruelas Music Festival 2023,Campo de Fútbol de Valdivia,2023-05-13,2023-05-13,1,06720,39.031794,-5.710101,Badajoz,Valdivia,"['Barroso & David Deseo', 'Daviles de Novelda', 'Demarco Flamenco', 'Javi Torres', 'Space Elephants']","['hip-hop', 'rap', 'reggaeton', 'flamenco']",https://fanmusicfest.b-cdn.net/sites/default/files/ciruelas.jpeg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/275401915_4872671262853599_1510973856193725076_n.jpg?itok=X2goDk9L,False,25873,10K - 50K,Mayo,False,Extremadura,False,False,False,False
Mallorca Live Festival 2023,Recinto Mallorca Live (Antiguo Aqualand),2023-05-18,2023-05-20,3,07181,39.505018,2.521212,Islas Baleares,Calvià,"['Black Eyed Peas', 'The Chemical Brothers', 'Vetusta Morla', 'Natos y Waor', 'Peggy Gou', 'Quevedo', 'The Kooks', 'Ayax y Prok', 'Bad Gyal', 'Black Rebel Motorcycle Club', 'Ginebras', 'León Benavente', 'Moderat', 'Rusowsky', 'Viva Suecia', 'Blanco Palamera', 'Bomba Estéreo', 'Helena Hauff', 'Jimena Amarillo', 'Judeline', 'L.A.', 'Second', 'The Dandy Warhols', 'The Reytons', 'Alien Tango']","['indie', 'pop', 'electronic', 'rap']",https://fanmusicfest.b-cdn.net/sites/default/files/338005579_142457722100527_3527402995452486351_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/nights.jpg?itok=egrexg9B,False,52458,50K - 100K,Mayo,True,Islas Baleares,True,True,False,True
Murmura Festival 2023,Varias ubicaciones,2023-05-19,2023-05-21,3,04531,37.032703,-2.620618,Almería,Alboloduy,"['Kiko Veneno', 'Quique González', 'Iseo & Dodosound', 'Morgan', 'Los Mambo Jambo', 'Maika Makovski', 'Queralt Lahoz', 'El Jose', 'Kiki Morente', 'Blanca la Almendrita', 'César Maldonado', 'Gilipojazz', 'José Luis Jaén', 'María de Juan', 'Matsu', 'Musgo', 'Sesión Taha', 'Tyrano Banderas', 'Vurro']","['rock', 'indie', 'pop', 'alternative', 'flamenco']",https://fanmusicfest.b-cdn.net/sites/default/files/328972051_752473403257331_4213213526172432864_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/274815215_500550598453978_3127756666192089609_n.jpg?itok=6uD0pvt-,False,615,0 - 5K,Mayo,True,Andalucía,False,True,True,True
Rie&Go Music Fest 2023,Parque el Ranchillo,2023-05-19,2023-05-20,2,41730,36.999434,-5.929999,Sevilla,Las Cabezas de San Juán,"['Green Valley', 'Morochos', 'Juan Cid', 'Mitad Doble', 'Space Elephants', 'Carta Blanca']","['rock', 'pop', 'fusion', 'mestizaje']",,,,16386,10K - 50K,Mayo,False,Andalucía,False,False,True,True
El Festival de las Estrellas 2023,Teatro Real,2023-01-21,2023-05-25,125,28001,40.41831,-3.710571,Madrid,Madrid,"['Cariño', 'Salvador Sobral', 'Sílvia Pérez Cruz', 'Mastodonte', 'Rubén Pozo', 'Sés', 'Juan Valderrama', 'carlos escobedo', 'Carlos Varela', 'Moncho Otero', 'Paco Manzano', 'Rafa Mora']","['rock', 'indie', 'pop', 'folk', 'flamenco']",,,,3280782,2M - 3.2M,Enero,False,Madrid,False,True,True,True
Ourensound Fest 2023,La Ciudad de los Muchachos,2023-05-26,2023-05-27,2,32970,42.302,-7.847472,Ourense,Bemposta,"['Andrés Calamaro', 'Baiuca', 'Depedro', 'A banda da Loba', 'Cariño', 'Ciudad Jara', 'Juancho Marqués', 'Shinova', 'Carlangas', 'Galician Army', 'La Duendeneta', 'The Rapants']","['rock', 'punk', 'folk', 'rap', 'ska']",https://fanmusicfest.b-cdn.net/sites/default/files/322073505_3499566696999313_4162883957609204704_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/ouren_1.jpg?itok=08-Ronin,False,103756,100K - 500K,Mayo,False,Galicia,False,False,True,False
Guadalajara Vive Fest 2023,Fuente de la Niña,2023-05-26,2023-05-27,2,19002,40.626722,-3.151904,Guadalajara,Guadalajara,"['Vetusta Morla', 'Sidecars', 'Sexy Zebras', 'Cano']","['rock', 'indie', 'pop', 'hip-hop', 'urban']",https://fanmusicfest.b-cdn.net/sites/default/files/329257020_215114637678973_8906150657876940582_n.jpeg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/279379024_123580873635089_8284901944172840574_n.jpg?itok=Y38z5XiI,False,87452,50K - 100K,Mayo,False,Castilla-La Mancha,False,True,True,True
